action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
2021-05-14 00:00:00,2021,RIGLOGIX DATABASE SOFTWARE RENEWAL.,89243321PFE000418,89243321PFE000418,PURCHASE ORDER,B,89,DEPARTMENT OF ENERGY (DOE),892433,NATIONAL ENERGY TECHNOLOGY LABORATORY,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89243321PFE000418_8900_-NONE-_-NONE-,12000.0,2021-05-14 15:00:11,541618,1.0,8900,DEPARTMENT OF ENERGY (DOE),HOUSTON,7.0,USA,UNITED STATES,HARRIS,TEXAS,TX,770983736,2022-02-27 00:00:00,2026-02-27 00:00:00,2021-05-14 00:00:00,HOUSTON,80138661,WESTWOOD GLOBAL ENERGY INC,770983736.0,2021,77098,77098
2021-06-15 00:00:00,2021,"THE PURPOSE OF THIS MODIFICATION IS TO ADMINISTRATIVELY CLOSEOUT CONTRACT BBG50-F-12-0274 WHICH WAS PHYSICALLY COMPLETED ON MAY 31, 2019.",GS10F0398M,BBG50F120274,DELIVERY ORDER,C,514,U.S. AGENCY FOR GLOBAL MEDIA (USAGM),951700,OFFICE OF CONTRACTS,9568,"UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",CONT_AWD_BBG50F120274_9568_GS10F0398M_4730,-7439.3,2021-06-15 16:17:33,541614,1.0,4730,FEDERAL ACQUISITION SERVICE,STERLING,10.0,USA,UNITED STATES,LOUDOUN,VIRGINIA,VA,201644497,2019-08-31 00:00:00,2019-08-31 00:00:00,2012-09-10 00:00:00,ASHBURN,796423838,ALLTRANSPACK INC,201476209.0,2021,20164,20147
2021-06-09 00:00:00,2021,FAIRMONT METAL FINISHERS SITE TASK ORDER UNDER EPA REGION 4 ENFORCEMENT SUPPORT SERVICES CONTRACT (EP-S5-15-01). THE PURPOSE OF THIS MOD IS IS TO DEOBLIGATE EXCESS FUNDS AND CLOSE OUT.,EPS51501,68HE0419F0091,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE04,REGION 4 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0419F0091_6800_EPS51501_6800,-13436.43,2021-06-09 23:09:28,541620,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY,ATLANTA,5.0,USA,UNITED STATES,FULTON,GEORGIA,GA,303033104,2020-08-17 00:00:00,2020-08-17 00:00:00,2019-09-17 00:00:00,ATLANTA,168562267,ACCURA ENGINEERING AND CONSULTING SERVICES INC,303164713.0,2021,30303,30316
2021-06-24 00:00:00,2021,CENTERS FOR MEDICARE AND MEDICAID SERVICES (CMS) DIVISION OF PROVIDER AUDIT OPERATIONS (DPAO) FUNCTIONS INCLUDE RESPONSIBILITY FOR COORDINATING AND OVERSEEING THE MEDICARE ADMINISTRATIVE CONTRACTORS (MACS) COST REPORT APPEALS ACTIVITIES.,47QRAA19D006E,75FCMC20F0047,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,CONT_AWD_75FCMC20F0047_7530_47QRAA19D006E_4732,7324204.0,2021-06-24 19:34:32,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,CHICAGO,4.0,USA,UNITED STATES,COOK,ILLINOIS,IL,606084058,2022-06-30 00:00:00,2023-06-30 00:00:00,2020-07-01 00:00:00,CHICAGO,826899879,FEDERAL SPECIALIZED SERVICES LLC,606084058.0,2021,60608,60608
2021-05-11 00:00:00,2021,REVERSE OSMOSIS AND WASTEWATER TREATMENT SERVICE CONTRACT,47QRAA20D005A,75N99020F00052,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N990,NIH A  E CONSTRUCTION,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N99020F00052_7529_47QRAA20D005A_4732,61637.0,2021-05-12 11:42:16,541620,1.0,4732,FEDERAL ACQUISITION SERVICE,WOODBRIDGE,11.0,USA,UNITED STATES,PRINCE WILLIAM,VIRGINIA,VA,221913045,2021-07-30 00:00:00,2021-09-30 00:00:00,2020-06-11 00:00:00,WOODBRIDGE,780872974,ROMEM AQUA SYSTEMS COMPANY INC,221913045.0,2021,22191,22191
2021-04-30 00:00:00,2021,"THE PURPOSE OF THIS MODIFICATION IS TO:  A) ADD ONE-MONTH OPTION PERIOD IN THE AMOUNT OF $325,138.      B) EXERCISE OPTION PERIOD IN ACCORDANCE WITH 52.217-8, OPTION TO EXTEND SERVICES, IN THE AMOUNT OF $325,138; THE GOVERNMENT HEREBY EXERCISES O",GS00F0024M,DOLETA16F00005,DELIVERY ORDER,C,1601,DEPARTMENT OF LABOR (DOL),1605C2,DOL - CAS DIVISION 2 PROCUREMENT,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,CONT_AWD_DOLETA16F00005_1605_GS00F0024M_4730,325138.0,2021-04-30 16:04:30,541611,1.0,4730,FEDERAL ACQUISITION SERVICE,SILVER SPRING,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,209103439,2021-08-31 00:00:00,2021-08-31 00:00:00,2016-02-29 12:33:03,SILVER SPRING,828939132,HUMANITAS INC,209103439.0,2021,20910,20910
2021-05-24 00:00:00,2021,"LRI STRATEGIC PLANNING AND VISIONING SUPPORT THIS MODIFICATION IS ISSUED TO UPDATE/CORRECT THE PERIOD OF PERFORMANCE TO MAY 31, 2019.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.",AG3187B170005,12318718F0228,BPA CALL,A,12,DEPARTMENT OF AGRICULTURE (USDA),123187,USDA FOREST SERVICE,12C2,FOREST SERVICE,CONT_AWD_12318718F0228_12C2_AG3187B170005_12C2,-5060.15,2021-05-24 18:12:13,541611,1.0,12C2,FOREST SERVICE,ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222031867,2019-05-31 00:00:00,2019-05-31 00:00:00,2018-05-02 00:00:00,ARLINGTON,114391543,TRAINING RESOURCES GROUP INC,222031867.0,2021,22203,22203
2021-06-04 00:00:00,2021,WBD CALL 1 - HRS PROCUREMENT SUPPORT SERVICES,24322620A0001,24322620F0161,BPA CALL,A,24,OFFICE OF PERSONNEL MANAGEMENT (OPM),243618,OPM PHILADELPHIA REGION CONTRACTING,2400,OFFICE OF PERSONNEL MANAGEMENT,CONT_AWD_24322620F0161_2400_24322620A0001_2400,500.0,2021-06-04 08:17:50,541611,1.0,2400,OFFICE OF PERSONNEL MANAGEMENT,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200015146,2021-09-07 00:00:00,2021-09-07 00:00:00,2020-09-08 00:00:00,WASHINGTON,78417047,WASHINGTON BUSINESS DYNAMICS LLC,200015146.0,2021,20001,20001
2021-06-04 00:00:00,2021,CHILD CARE SUBSIDY PROGRAM (CCSP) ADMINISTRATION SERVICES,24361820C0005,24361820C0005,DEFINITIVE CONTRACT,D,24,OFFICE OF PERSONNEL MANAGEMENT (OPM),243618,OPM PHILADELPHIA REGION CONTRACTING,2400,OFFICE OF PERSONNEL MANAGEMENT,CONT_AWD_24361820C0005_2400_-NONE-_-NONE-,-57555.0,2021-06-04 09:47:03,541611,1.0,2400,OFFICE OF PERSONNEL MANAGEMENT (OPM),LITHONIA,4.0,USA,UNITED STATES,DEKALB,GEORGIA,GA,300382506,2021-03-31 00:00:00,2021-03-31 00:00:00,2020-04-01 00:00:00,LITHONIA,608148995,FIRST FINANCIAL ASSOCIATES INC,300382506.0,2021,30038,30038
2021-05-20 00:00:00,2021,THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDS AND SURGE CLIN 1003B AND CHANGE THE CS.,GS02Q16DCR0088,70RCSA20FR0000012,DELIVERY ORDER,C,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70RCSA,CISA  ACQ DIV,7001,OFFICE OF PROCUREMENT OPERATIONS,CONT_AWD_70RCSA20FR0000012_7001_GS02Q16DCR0088_4732,281757.34,2021-05-20 14:38:34,541612,1.0,4732,FEDERAL ACQUISITION SERVICE,ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222011300,2025-03-30 00:00:00,2025-03-30 00:00:00,2020-03-31 00:00:00,FAIRFAX,809429728,DYNAMIS INC,220314504.0,2021,22201,22031
2021-06-02 00:00:00,2021,STAFF SUPPORT SERVICES,1331L520D13ES0003,1331L520F13350390,DELIVERY ORDER,C,13,DEPARTMENT OF COMMERCE (DOC),1331L5,DEPT OF COMMERCE ESO,1301,OFFICE OF THE SECRETARY,CONT_AWD_1331L520F13350390_1301_1331L520D13ES0003_1301,77376.0,2021-06-02 21:12:50,541611,1.0,1301,OFFICE OF THE SECRETARY,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202300003,2022-07-31 00:00:00,2023-07-31 00:00:00,2020-05-26 00:00:00,TAMPA,135230832,CELESTAR CORPORATION,336105925.0,2021,20230,33610
2021-05-20 00:00:00,2021,SENIOR PROGRAM OFFICER - GS 15,7200AA21S00009,7200AA21S00009,DEFINITIVE CONTRACT,D,72,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,CONT_AWD_7200AA21S00009_7200_-NONE-_-NONE-,58950.75,2021-05-20 10:57:18,541611,1.0,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205230001,2021-09-30 00:00:00,2021-09-30 00:00:00,2021-05-20 10:57:31,HERNDON,800870347,KENT A LARSON,201702815.0,2021,20523,20170
2021-06-03 00:00:00,2021,FAS - TV STUDY - BPA CALL,FCC16A0002,273FCC19F0164,BPA CALL,A,27,FEDERAL COMMUNICATIONS COMMISSION (FCC),273FCC,FCC,2700,FEDERAL COMMUNICATIONS COMMISSION,CONT_AWD_273FCC19F0164_2700_FCC16A0002_2700,-0.04,2021-06-04 08:24:09,541611,1.0,2700,FEDERAL COMMUNICATIONS COMMISSION,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205540001,2020-09-30 00:00:00,2020-09-30 00:00:00,2019-09-11 00:00:00,ARLINGTON,832485077,FEDERAL ACQUISITION STRATEGIES LLC,222022306.0,2021,20554,22202
2021-06-15 00:00:00,2021,"TASK ORDER TO REPAIR THE STEAM VALVES FOR THE BOILERS LOCATED AT THE US DISTRICT COURTHOUSE LOCATED IN COLUMBIA, TN.",47PE0119A0001,47PE0121F0115,BPA CALL,A,47,GENERAL SERVICES ADMINISTRATION (GSA),47PE01,PBS R4 TENNESSEE/KENTUCKY CONTRACTS,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PE0121F0115_4740_47PE0119A0001_4740,6319.76,2021-06-15 11:57:15,541611,1.0,4740,PUBLIC BUILDINGS SERVICE,COLUMBIA,4.0,USA,UNITED STATES,MAURY,TENNESSEE,TN,384019553,2021-08-18 00:00:00,2021-08-18 00:00:00,2021-06-18 00:00:00,LINCOLN,187931717,INSPECTION EXPERTS INC,685081361.0,2021,38401,68508
2021-06-15 00:00:00,2021,THE PURPOSE OF THIS MODIFICATION IS TO INCREASE FUNDING AND EXTEND THE PERIOD OF PERFORMANCE THROUGH 7/16/2021.,693JK421P600007,693JK421P600007,PURCHASE ORDER,B,69,DEPARTMENT OF TRANSPORTATION (DOT),693JK4,693JK4 OST,6901,OFFICE OF THE SECRETARY,CONT_AWD_693JK421P600007_6901_-NONE-_-NONE-,18163.6,2021-06-16 09:23:02,541611,1.0,6901,DEPARTMENT OF TRANSPORTATION (DOT),WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205900001,2021-07-16 00:00:00,2021-07-16 00:00:00,2021-02-01 00:00:00,WASHINGTON,118725410,HANKS HANKS & ASSOCIATES LLC,20005.0,2021,20590,20005
2021-05-25 00:00:00,2021,NATIONAL REGISTRY TEST DEVELOPMENT AND ANALYSIS,GS10F0018W,693JJ420F000063,DELIVERY ORDER,C,69,DEPARTMENT OF TRANSPORTATION (DOT),693JJ4,693JJ4 OFFICE OF ACQUISITION MGT,6953,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,CONT_AWD_693JJ420F000063_6953_GS10F0018W_4730,178580.75,2021-05-25 11:49:52,541611,1.0,4730,FEDERAL ACQUISITION SERVICE,ALEXANDRIA,8.0,USA,UNITED STATES,ALEXANDRIA CITY,VIRGINIA,VA,223142749,2021-09-27 00:00:00,2025-09-27 00:00:00,2020-09-21 00:00:00,ALEXANDRIA,146490557,GLOBAL SKILLS EXCHANGE CORPORATION,223142749.0,2021,22314,22314
2021-06-24 00:00:00,2021,TECHNICAL SUPPORT FOR THE OLHCHH EVENTS YEAR 1,86614120D00002,86614121F00027,DELIVERY ORDER,C,86,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD),866141,CPO : CHICAGO OPERATIONS BRANCH,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",CONT_AWD_86614121F00027_8600_86614120D00002_8600,323158.94,2021-06-24 11:08:12,541613,1.0,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200206907,2022-09-29 00:00:00,2022-09-29 00:00:00,2021-09-30 00:00:00,WASHINGTON,32472613,CAMPBELL AND COMPANY DC LLC,200206907.0,2021,20020,20020
2021-06-20 00:00:00,2021,U.S. DEPARTMENT OF ENERGY/NATIONAL NUCLEAR SECURITY ADMINISTRATION (DOE/NNSA)OFFICE OF COUNTERTERRORISM AND COUNTER-PROLIFERATION (NA-80) TECHNICAL SUPPORT SERVICES,GS00F0004T,89233121FNA400380,DELIVERY ORDER,C,89,DEPARTMENT OF ENERGY (DOE),892331,NNSA NON-M&O CNTRCTNG OPS DIV,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89233121FNA400380_8900_GS00F0004T_4730,5390000.0,2021-06-20 12:01:19,541620,1.0,4730,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205850708,2026-12-31 00:00:00,2026-12-31 00:00:00,2021-07-01 00:00:00,GERMANTOWN,19719041,PROJECT ENHANCEMENT CORPORATION,208741132.0,2021,20585,20874
2021-06-04 00:00:00,2021,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE EXCESS FUNDS IN THE AMOUNT OF $2,612.19 AND TO ADMINISTRATIVELY CLOSEOUT THIS CONTRACT IAW FAR 4.804 AND AGENCY PROCEDURES. ALL TERMS AND CONDITIONS REMAIN UNCHANGED.",SBAHQ17A0008,SBA0065,BPA CALL,A,73,SMALL BUSINESS ADMINISTRATION (SBA),733510,OFC OF PERF MGMT AND CFO,7300,SMALL BUSINESS ADMINISTRATION,CONT_AWD_SBA0065_7300_SBAHQ17A0008_7300,-2612.19,2021-06-04 13:09:05,541611,1.0,7300,SMALL BUSINESS ADMINISTRATION,DUMFRIES,11.0,USA,UNITED STATES,PRINCE WILLIAM,VIRGINIA,VA,220262280,2017-12-31 00:00:00,2017-12-31 00:00:00,2017-09-20 00:00:00,DUMFRIES,806687120,SUCCEED TO LEAD LLC,220262280.0,2021,22026,22026
2021-06-02 00:00:00,2021,NORTHBOUND TO PROVIDE NON-PERSONAL BUSINESS ADMINISTRATION SUPPORT TO(DOE)(EERE)(GFO). THE PURPOSE OF THIS MODIFICATION IS TO ISSUE THE FINAL DE-OBLIGATION AND TO CLOSEOUT THE TASK ORDER.,DEEE0008101,89243420FEE400130,DELIVERY ORDER,C,89,DEPARTMENT OF ENERGY (DOE),892434,GOLDEN FIELD OFFICE,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89243420FEE400130_8900_DEEE0008101_8900,-20159.25,2021-06-02 15:20:05,541611,1.0,8900,"ENERGY, DEPARTMENT OF",GOLDEN,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,804010021,2021-01-07 00:00:00,2021-01-07 00:00:00,2020-01-02 00:00:00,LEESBURG,80538525,NORTHBOUND SOLUTIONS LLC,201763112.0,2021,80401,20176
2021-06-15 00:00:00,2021,FORENSIC ANALYST POSITIONS,SAQMMA17D0108,19AQMM19F2472,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM19F2472_1900_SAQMMA17D0108_1900,1244438.4,2021-06-25 07:56:27,541611,1.0,1900,"STATE, DEPARTMENT OF",ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222092013,2022-02-15 00:00:00,2022-02-15 00:00:00,2019-08-16 00:00:00,ANCHORAGE,831810549,MOSS CAPE LLC,995015164.0,2021,22209,99501
2021-05-28 00:00:00,2021,BHW SCHOLAR AND STUDENT TO SERVICE SITE VISIT AND RELOCATION SERVICES,75R60218P00007,75R60218P00007,PURCHASE ORDER,B,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75R602,HRSA HEADQUARTERS,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,CONT_AWD_75R60218P00007_7526_-NONE-_-NONE-,10522.03,2021-05-28 11:13:12,541614,1.0,7526,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),MANASSAS,10.0,USA,UNITED STATES,PRINCE WILLIAM,VIRGINIA,VA,201112567,2022-06-30 00:00:00,2022-06-30 00:00:00,2018-06-29 00:00:00,MANASSAS,149968385,ENTERPRISE MANAGEMENT SYSTEMS LLC,201112567.0,2021,20111,20111
2021-06-24 00:00:00,2021,WIND ENERGY TECHNOLOGIES OFFICE (WETO) MISSION ORIENTED TECHNICAL SUPPORT. MODIFICATION P00008 IS TO INCORPORATE INCREMENTAL FUNDING.,89243419AEE000001,89243419FEE000125,BPA CALL,A,89,DEPARTMENT OF ENERGY (DOE),892434,GOLDEN FIELD OFFICE,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89243419FEE000125_8900_89243419AEE000001_8900,20000.0,2021-06-25 16:50:18,541620,1.0,8900,"ENERGY, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205850102,2023-06-15 00:00:00,2023-06-15 00:00:00,2019-07-31 00:00:00,LENOIR CITY,802853544,BOSTON GOVERNMENT SERVICES LLC,377713302.0,2021,20585,37771
2021-06-17 00:00:00,2021,SECONDARY EFFECTS OF ANTIGEN SPECIFIC VACCINES - LOGISTICAL SUPPORT SERVICES FOR NIAID,HHSN272201700055I,75N93021F00006,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N930,NATIONAL INSTITUTES OF HEALTH NIAID,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N93021F00006_7529_HHSN272201700055I_7529,8823.85,2021-06-17 13:36:49,541611,1.0,7529,NATIONAL INSTITUTES OF HEALTH,RESTON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201911503,2021-09-16 00:00:00,2021-09-16 00:00:00,2021-06-17 00:00:00,RESTON,627717424,PROFESSIONAL AND SCIENTIFIC ASSOCIATES INC,201911503.0,2021,20191,20191
2021-05-01 00:00:00,2021,FY21. TASK ORDER 1. INTEGRITY/CORTELLIS DISCOVERY INTELLIGENCE SUBSCRIPTION,75N95021D00014,75N95021F00001,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N950,NATIONAL INSTITUTES OF HEALTH NIDA,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N95021F00001_7529_75N95021D00014_7529,34271.0,2021-05-04 09:42:04,541611,1.0,7529,NATIONAL INSTITUTES OF HEALTH,BOWIE,4.0,USA,UNITED STATES,PRINCE GEORGES,MARYLAND,MD,207204691,2022-04-30 00:00:00,2022-04-30 00:00:00,2021-05-01 00:00:00,BOWIE,58603631,BIZZELL GROUP LLC THE,207204691.0,2021,20720,20720
2021-04-30 00:00:00,2021,"INTERNATIONAL SEMINAR ON MINING THIS MODIFICATION IS ISSUED TO EXTEND THE POP TO JUNE 30, 2018 DUE TO GOVERNMENT DELAYS.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.",AG3187B150006,AG3187K170079,BPA CALL,A,12,DEPARTMENT OF AGRICULTURE (USDA),123187,USDA FOREST SERVICE,12C2,FOREST SERVICE,CONT_AWD_AG3187K170079_12C2_AG3187B150006_12C2,-99.54,2021-04-30 16:34:01,541611,1.0,12C2,FOREST SERVICE,ALEXANDRIA,8.0,USA,UNITED STATES,ALEXANDRIA CITY,VIRGINIA,VA,223141555,2018-06-30 00:00:00,2018-06-30 00:00:00,2017-04-26 00:00:00,ALEXANDRIA,114391543,TRAINING RESOURCES GROUP INC,223141555.0,2021,22314,22314
2021-05-13 00:00:00,2021,"THIS TASK ORDER IS AWARDED IN THE AMOUNT OF $13,601.76 FOR THREE TRAINING COURSES.",47HAA018A0213,47HAA021F0091,BPA CALL,A,47,GENERAL SERVICES ADMINISTRATION (GSA),47HAA0,OAS OFFICE OF INTERNAL ACQUISITION,4773,OFFICE OF ADMINISTRATIVE SERVICES,CONT_AWD_47HAA021F0091_4773_47HAA018A0213_4773,13601.76,2021-05-13 16:51:23,541611,1.0,4773,OFFICE OF ADMINISTRATIVE SERVICES,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204050002,2021-12-31 00:00:00,2021-12-31 00:00:00,2021-06-22 00:00:00,LITTLETON,825487234,COMMUNICATION INSTITUTE INTERNATIONAL INC,801208079.0,2021,20405,80120
2021-06-04 00:00:00,2021,ADMINISTRATIVE AND CONTRACT CLOSEOUT SUPPORT SERVICES.,75FCMC18C0001,75FCMC18C0001,DEFINITIVE CONTRACT,D,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,CONT_AWD_75FCMC18C0001_7530_-NONE-_-NONE-,-7799.33,2021-06-04 14:35:55,541611,1.0,7530,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),WINDSOR MILL,7.0,USA,UNITED STATES,BALTIMORE,MARYLAND,MD,212441811,2021-11-04 00:00:00,2021-11-04 00:00:00,2017-11-05 00:00:00,WOODBRIDGE,78425777,SEVENTH SENSE CONSULTING LLC,221914077.0,2021,21244,22191
2021-06-25 00:00:00,2021,EXPERT WITNESS SERVICES,50310221C0072,50310221C0072,DEFINITIVE CONTRACT,D,50,SECURITIES AND EXCHANGE COMMISSION (SEC),503102,SECURITIES AND EXCHANGE COMMISSION,5000,SECURITIES AND EXCHANGE COMMISSION,CONT_AWD_50310221C0072_5000_-NONE-_-NONE-,66425.0,2021-06-25 16:08:21,541618,1.0,5000,SECURITIES AND EXCHANGE COMMISSION (SEC),GLEN ALLEN,7.0,USA,UNITED STATES,HENRICO,VIRGINIA,VA,230603344,2026-06-24 00:00:00,2026-06-24 00:00:00,2021-06-25 15:08:03,GLEN ALLEN,24023664,OYSTER CONSULTING LLC,230603344.0,2021,23060,23060
2021-05-06 00:00:00,2021,MODIFICATION TO EXERCISE THE LAST OPTION (4) OF THE CONTRACT FROM 9/28/2021 THROUGH 9/27/2022,GS00F056CA,47PA0117F0011,DELIVERY ORDER,C,47,GENERAL SERVICES ADMINISTRATION (GSA),47PA01,PBS CENTRAL OFFICE,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PA0117F0011_4740_GS00F056CA_4732,592540.4,2021-05-06 12:11:05,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204070001,2022-09-27 00:00:00,2022-09-27 00:00:00,2017-09-28 00:00:00,DENVER,602532178,SIGNET PARTNERS A CORPORATION,802094841.0,2021,20407,80209
2021-05-04 00:00:00,2021,"THE OFFEROR SHALL PROVIDE A QUOTE FOR QUALITY ASSURANCE REVIEWS IN ACCORDANCE WITH THE OFFEROR'S GSA FEDERAL SUPPLY SCHEDULE, STATEMENT OF WORK, AND THE ATTACHED TERMS AND CONDITIONS. TRAVEL FOR EACH INDIVIDUAL REVIEW WILL BE BASED ON ACTUAL COSTS",DJM17A35S0021,15M40021FA3500030,BPA CALL,A,15,DEPARTMENT OF JUSTICE (DOJ),15M400,"U.S. DEPT OF JUSTICE, USMS",1544,U.S. MARSHALS SERVICE,CONT_AWD_15M40021FA3500030_1544_DJM17A35S0021_1544,6000.0,2021-05-04 15:45:17,541611,1.0,1544,U.S. MARSHALS SERVICE,PONTIAC,16.0,USA,UNITED STATES,LIVINGSTON,ILLINOIS,IL,617640011,2021-09-30 00:00:00,2021-09-30 00:00:00,2021-01-29 00:00:00,JEFFERSON,133090261,NAKAMOTO GROUP INC THE,217557603.0,2021,61764,21755
2021-05-25 00:00:00,2021,REMOTE SENSING SCIENTIST,140G0121P0216,140G0121P0216,PURCHASE ORDER,B,14,DEPARTMENT OF THE INTERIOR (DOI),140G01,OFC OF ACQUSITION  GRANTS-NATIONAL,1434,US GEOLOGICAL SURVEY,CONT_AWD_140G0121P0216_1434_-NONE-_-NONE-,153600.0,2021-05-25 12:16:54,541611,1.0,1434,DEPARTMENT OF THE INTERIOR (DOI),HERNDON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201920001,2022-05-31 00:00:00,2024-05-31 00:00:00,2021-06-01 00:00:00,DUMFRIES,78415409,CAMBIO CONSULTING GROUP LLC,220262271.0,2021,20192,22026
2021-05-12 00:00:00,2021,THE PURPOSE OF THIS CONTRACT IS TO SUPPLY STATISTICAL TECHNICAL SUPPORT INCLUDING PROUCL USAGE SUPPORT AND PROUCL IT SUPPORT FOR THE SITE CHARACTERIZATION AND MONITORING TECHNICAL SUPPORT CENTER (SCMTSC) MANAGED THROUGH THE OFFICE OF RESEARCH AND DEV,68HERH19C0005,68HERH19C0005,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERH19C0005_6800_-NONE-_-NONE-,25000.0,2021-05-12 16:11:58,541620,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2022-04-15 00:00:00,2024-04-15 00:00:00,2019-04-16 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748.0,2021,80215,80215
