,action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,naics_description,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
112891,2019-04-23 00:00:00,2019,"A KEY FACTOR IN ACHIEVING THE GOALS OF THE SOUTHEAST NEW ENGLAND PROGRAM (SNEP) IS THE IMPLEMENTATION OF A ROBUST COMMUNICATION AND TECH TRANSFER STRATEGY THAT ENABLES MORE EFFECTIVE REGIONAL ACTION BY: (1) IDENTIFYING THE BEST APPROACHES FOR TECHNICAL ASSISTANCE AND DIRECT EPA INVOLVEMENT; (2) PROVIDING TARGETED EXPERTISE AND ADVICE -- IN A VARIETY OF FORMATS -- ON SUBJECTS IDENTIFIED BY SNEP PARTNERS AND COMMITTEE MEMBERS, SPECIFICALLY INCLUDING THE ECOSYSTEM SERVICES AND MONITORING SUBCOMMITTEES; AND (3) LAYING THE FOUNDATION FOR ONGOING INFORMATION SHARING AND COLLABORATION.",68HE0118A0003,68HE0118F0007,BPA CALL,A,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE01,REGION 1 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0118F0007_6800_68HE0118A0003_6800,54254.0,2019-04-23 09:01:56,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,NORTH CHELMSFORD,3.0,USA,UNITED STATES,MIDDLESEX,MASSACHUSETTS,MA,018632431,2023-05-31 00:00:00,2023-05-31 00:00:00,2019-04-23 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2019,01863,49686
113804,2019-07-11 00:00:00,2019,NR-ARD-152 GPMP - OPT TASK 7 - SPECIAL,INP16PC00320,140P2119F0085,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140P21,WASHINGTON CONTRACTING OFFICE,1443,NATIONAL PARK SERVICE,CONT_AWD_140P2119F0085_1443_INP16PC00320_1443,25395.0,2019-07-11 16:24:36,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1443,NATIONAL PARK SERVICE,FORT COLLINS,2.0,USA,UNITED STATES,LARIMER,COLORADO,CO,805211000,2020-07-31 00:00:00,2020-07-31 00:00:00,2019-07-11 00:00:00,FORT COLLINS,102550670,AIR RESOURCE SPECIALISTS INC,805254429,2019,80521,80525
114164,2020-06-02 00:00:00,2020,LIMITED PRP SEARCH AND TITLE SEARCH,EPS91601,8006,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE08,REGION 8 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_8006_6800_EPS91601_6800,-15951.68,2020-06-02 21:46:11,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281552,2021-05-31 00:00:00,2021-05-31 00:00:00,2017-02-10 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,80228,80228
114886,2018-06-19 00:00:00,2018,IGF::OT::IGF NAVAJO ABANDONED URANIUM MINES (NAUM)PRP SEARCH AND ENFORCEMENT SUPPORT MOD 3,EPS91601,9007,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_9007_6800_EPS91601_6800,-23150.07,2018-07-15 13:21:05,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2017-11-30 00:00:00,2017-11-30 00:00:00,2018-06-19 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,94105,80228
115707,2018-11-02 00:00:00,2019,MOD P00001: CHANGE ORDER.,EPS91601,68HE0718F0485,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE07,REGION 7 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0718F0485_6800_EPS91601_6800,4944.0,2018-11-02 10:16:47,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LENEXA,3.0,USA,UNITED STATES,JOHNSON,KANSAS,KS,662191161,2018-12-31 00:00:00,2018-12-31 00:00:00,2018-11-02 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,66219,80228
115935,2020-09-17 00:00:00,2020,WYOMING AIR RESOURCES MONITORING SYSTEM (WARMS) AIR QUALITY BPA - ARS,INL17PA00128,140L0620F0385,BPA CALL,A,14,DEPARTMENT OF THE INTERIOR (DOI),140L06,NATIONAL OPERATIONS CENTER,1422,BUREAU OF LAND MANAGEMENT,CONT_AWD_140L0620F0385_1422_INL17PA00128_1422,178085.0,2020-09-17 22:54:54,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1422,BUREAU OF LAND MANAGEMENT,CHEYENNE,0.0,USA,UNITED STATES,LARAMIE,WYOMING,WY,820098224,2021-09-16 00:00:00,2021-09-16 00:00:00,2020-09-17 00:00:00,FORT COLLINS,102550670,AIR RESOURCE SPECIALISTS INC,805254429,2020,82009,80525
115968,2018-06-04 00:00:00,2018,"TRI COMPLIANCE&PUBLIC WORKSHOP(S)&OUTREACH RCRA ENFORCEMENT, PERMITTING AND ASSISTANCE (REPA) 5, ZONE 3, R9  IGF::OT::IGF INCREMENTAL FUNDING",EPW13002,0032,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0S,SF PROC OPS DIVISION (SRRPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0032_6800_EPW13002_6800,17200.0,2018-06-04 11:18:10,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281848,2018-11-15 00:00:00,2018-11-15 00:00:00,2018-06-04 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,80228,80228
117780,2020-04-10 00:00:00,2020,PORTFOLIO MANAGEMENT OPERATIONAL SUPPORT,FA890316D0034,FA890320F1084,DELIVERY ORDER,C,97,DEPARTMENT OF DEFENSE (DOD),FA8903,FA8903  772 ESS PK,5700,DEPT OF THE AIR FORCE,CONT_AWD_FA890320F1084_9700_FA890316D0034_9700,2567772.22,2020-08-28 10:34:58,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,1,9700,DEPT OF DEFENSE,JBSA LACKLAND,20.0,USA,UNITED STATES,BEXAR,TEXAS,TX,782369853,2021-04-10 00:00:00,2021-04-10 00:00:00,2020-04-10 00:00:00,SAN ANTONIO,79192385,SPECPRO PROFESSIONAL SERVICES LLC,782162858,2020,78236,78216
118061,2019-04-08 00:00:00,2019,IGF::OT::IGF UNITED HECKATHORN SUPERFUND SITE (UH)PRP SEARCH AND ENFORCEMENT SUPPORT OPTION YEAR 1 MOD 3,EPS91601,9025,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_9025_6800_EPS91601_6800,-148984.69,2019-04-08 18:51:25,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2018-08-31 00:00:00,2018-08-31 00:00:00,2019-04-08 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,94105,80228
118192,2020-07-01 00:00:00,2020,PROFESSIONAL LABORATORY AUDITING SERVICES,ING17PC00081,140G0220F0192,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140G02,OFC OF ACQUISITION&GRANTS-DENVER,1434,US GEOLOGICAL SURVEY,CONT_AWD_140G0220F0192_1434_ING17PC00081_1434,46488.69,2020-07-01 08:56:28,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",1,1434,US GEOLOGICAL SURVEY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2020-09-30 00:00:00,2020-09-30 00:00:00,2020-07-01 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2020,80215,80215
118951,2019-08-23 00:00:00,2019,PRP SEARCH AND ENFORCEMENT SUPPORT SAN FERNANDO VALLEY NORTH HOLLYWOOD (SFV-NHOU) SUPERFUND SITE OPTION YEAR 3 MOD 1,EPS91601,68HE0919F0050,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0919F0050_6800_EPS91601_6800,144458.0,2019-08-23 13:16:24,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2020-05-31 00:00:00,2020-05-31 00:00:00,2019-08-23 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,94105,80228
119209,2019-09-25 00:00:00,2019,"DASEES BETA TESTING, DEVELOPMENT OPTION CONFIGURATION AND CLOUD SUPPORT.",EPC18007,68HERH19F0356,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERH19F0356_6800_EPC18007_6800,-120787.06,2019-09-27 14:42:36,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2020-09-12 00:00:00,2020-09-12 00:00:00,2019-09-25 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2019,80215,80215
119215,2018-09-04 00:00:00,2018,IGF::CL::IGF NHSRC QA (2) SUPPORT,EPC18007,68HE0C18F0869,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0C18F0869_6800_EPC18007_6800,20680.0,2018-09-04 12:05:46,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2019-09-03 00:00:00,2019-09-03 00:00:00,2018-09-04 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2018,80215,80215
119551,2020-02-25 00:00:00,2020,DE-OBLIGATE FUNDING IN THE AMOUNT $33.30 FROM BASE PERIOD ONE.,EPW12032,6631,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERH,HEADQUARTERS ACQUISITION DIV (HQAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_6631_6800_EPW12032_6800,-33.3,2020-03-25 20:18:37,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281552,2017-10-31 00:00:00,2017-10-31 00:00:00,2016-09-30 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,80228,80228
120254,2020-10-29 00:00:00,2021,APPROVE THE WORKPLAN FOR ADDITIONAL HOURS AND SITES.,68HERH19D0021,68HE0420F0032,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE04,REGION 4 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0420F0032_6800_68HERH19D0021_6800,40000.0,2020-10-29 14:33:21,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,ADDISON,24.0,USA,UNITED STATES,DALLAS,TEXAS,TX,750018051,2021-09-30 00:00:00,2021-09-30 00:00:00,2020-03-05 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,75001,80228
120373,2019-03-11 00:00:00,2019,IGF::OT::IGF PRP SEARCH AND ENFORCEMENT MIDDLEFIELD-ELLIS-WHISMAN (MEW) OPTION YEAR 1 MOD 2,EPS91601,9028,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_9028_6800_EPS91601_6800,-166119.53,2019-03-11 16:41:27,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2018-08-31 00:00:00,2018-08-31 00:00:00,2019-03-11 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2019,94105,80228
120664,2020-12-03 00:00:00,2021,SUPPORT FOR THE CLEAN AIR ACT ADVISORY COMMITTEE (CAAAC) AND ANNUAL CLEAN AIR EXCELLENCE AWARDS (CAEA) PROGRAMS,140D0421A0004,140D0421F0037,BPA CALL,A,14,DEPARTMENT OF THE INTERIOR (DOI),140D04,IBC ACQ SVCS DIRECTORATE (00004),1406,DEPARTMENTAL OFFICES,CONT_AWD_140D0421F0037_1406_140D0421A0004_1406,96226.0,2021-01-22 17:58:43,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1406,DEPARTMENTAL OFFICES,ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222015411,2021-12-02 00:00:00,2021-12-02 00:00:00,2020-12-03 00:00:00,ARLINGTON,71167910,S C & A INC,222015411,2020,22201,22201
121015,2018-04-23 00:00:00,2018,"IOWA INSPECTION LIST C AWARD UNDER REPA5 POC CLCOR JEANNETTE KER 913-551-7245 TOCOR KEN HERSTOWSKI:913-551-7631 CO SUSAN KELLEY 202-564-1049 AMOUNT:$63,234",EPW13002,68HE0S18F0200,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0S,SF PROC OPS DIVISION (SRRPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0S18F0200_6800_EPW13002_6800,80855.0,2018-04-25 07:48:53,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281848,2018-11-15 00:00:00,2018-11-15 00:00:00,2018-04-23 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,80228,80228
121914,2020-08-03 00:00:00,2020,BILLINGS PCE PRP SEARCH/TITLE SEARCH,EPS91601,68HE0820F0065,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE08,REGION 8 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0820F0065_6800_EPS91601_6800,35685.68,2020-08-03 13:51:55,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,DENVER,1.0,USA,UNITED STATES,DENVER,COLORADO,CO,802021129,2021-03-15 00:00:00,2021-03-15 00:00:00,2020-08-03 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,80202,80228
122055,2020-03-18 00:00:00,2020,NATIONAL RIVERS AND STREAMS ASSESSMENT 2018-2019: FIELD SAMPLING,EPC16008,0006,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0006_6800_EPC16008_6800,-102397.47,2020-03-18 07:21:47,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2020-01-31 00:00:00,2020-01-31 00:00:00,2017-09-19 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2020,49686,49686
123146,2019-08-22 00:00:00,2019,NOS/OCM - WATERSHED SUPPORT SERVICES - PELEKANE EROSION CONTROL MONITORING PROJECT,DOCEA133C17BA0054,1305M219FNCNP0305,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1305M2,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M219FNCNP0305_1330_DOCEA133C17BA0054_1330,45870.0,2020-05-13 10:00:34,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,HANAMAULU,2.0,USA,UNITED STATES,KAUAI,HAWAII,HI,967150002,2020-12-15 00:00:00,2020-12-15 00:00:00,2019-09-15 00:00:00,SANDWICH,618387484,HORSLEY WITTEN GROUP INC,025635301,2019,96715,02563
123351,2018-10-30 00:00:00,2019,IGF::CL::IGF RESPONSE OF PLANTS TO BIOCHAR,EPC18007,68HERC19F0027,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC19F0027_6800_EPC18007_6800,8906.4,2018-10-30 16:14:13,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802154748,2019-04-30 00:00:00,2019-04-30 00:00:00,2018-10-30 00:00:00,LAKEWOOD,623278447,NEPTUNE AND COMPANY INC,802154748,2018,80215,80215
123539,2019-02-01 00:00:00,2019,PROTECH OCEANS BASE AWARD MINIMUM GUARANTEE,1305M419DNCNA0024,1305M419FNCNA0035,DELIVERY ORDER,C,13,DEPARTMENT OF COMMERCE (DOC),1305M4,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M419FNCNA0035_1330_1305M419DNCNA0024_1330,250.0,2019-02-11 13:57:06,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,SILVER SPRING,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,209100013,2021-01-31 00:00:00,2021-01-31 00:00:00,2019-02-01 00:00:00,COLUMBIA,800953994,RESEARCH PLANNING INC,292013137,2019,20910,29201
124566,2018-07-11 00:00:00,2018,"CORRECTIVE ACTION SUPPORT AT MANSFIELD FOUNDRY, COUNTRYMARK, GM BEDFORD AND FOUR ADDITIONAL FACILITIES IGF::CL,CT::IGF  MOD P00019 - THIS MODIFICATION ADDS THE LOGO CLAUSE; OBLIGATES FUNDS IN THE AMOUNT OF $55,000.00; CHANGES THE CO TO SHARON WHITEHAIR, AND CHANGES THE ACO TO TIFFANEY WILSON.",EPW12032,5537,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0S,SF PROC OPS DIVISION (SRRPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_5537_6800_EPW12032_6800,55000.0,2018-07-11 10:31:20,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LAKEWOOD,7.0,USA,UNITED STATES,JEFFERSON,COLORADO,CO,802281552,2018-11-15 00:00:00,2018-11-15 00:00:00,2018-07-11 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,80228,80228
125176,2019-09-30 00:00:00,2019,"ENVIRONMENTAL PROGRAM SUPPORT AT FORT BLISS, TEXAS AND NEW MEXICO. MODIFICATION P00001 EXERCISES OPTIONS 1021, 1026, 1030, 2021, 2022, 2023, 2026, AND 2030 AND INCREASES FUNDING FOR CLIN 0018.",W912BV18D0016,W912BV19F0115,DELIVERY ORDER,C,97,DEPARTMENT OF DEFENSE (DOD),W912BV,US ARMY ENGINEER DISTRICT TULSA,2100,DEPT OF THE ARMY,CONT_AWD_W912BV19F0115_9700_W912BV18D0016_9700,697883.2,2019-10-21 14:34:59,541620,ENVIRONMENTAL CONSULTING SERVICES,1,9700,DEPT OF DEFENSE,EL PASO,16.0,USA,UNITED STATES,EL PASO,TEXAS,TX,799063831,2020-08-31 00:00:00,2020-08-31 00:00:00,2019-09-30 00:00:00,CATOOSA,79089292,CHEROKEE NATION MANAGEMENT & CONSULTING LLC,740153235,2019,79906,74015
125205,2018-04-26 00:00:00,2018,IGF::OT::IGF ERSS CALL ORDER 3 CAFE SUPPORT,DOCAB133C18BA0018,DOCAB133C18BA0018C0003,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_DOCAB133C18BA0018C0003_1330_DOCAB133C18BA0018_1330,50000.0,2018-11-30 14:21:10,541620,ENVIRONMENTAL CONSULTING SERVICES,1,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,COLUMBIA,6.0,USA,UNITED STATES,RICHLAND,SOUTH CAROLINA,SC,292013137,2019-02-28 00:00:00,2019-02-28 00:00:00,2018-04-26 00:00:00,COLUMBIA,800953994,RESEARCH PLANNING INC,292013137,2018,29201,29201
126689,2018-02-07 00:00:00,2018,"IGF::OT::IGF  (ENFORCEMENT SUPPORT SERVICES (ESS) PR-R5-16-00505: ESS CONTRACT EP-S5-14-01 OIL DATABASE $10,000",EPS51401,0004,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE05,REGION 5 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0004_6800_EPS51401_6800,3000.0,2018-02-07 09:58:28,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,CHICAGO,7.0,USA,UNITED STATES,COOK,ILLINOIS,IL,606043507,2018-09-13 00:00:00,2018-09-13 00:00:00,2018-02-07 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2018,60604,80228
127044,2020-09-16 00:00:00,2020,PRP SEARCH AND ENFORCEMENT SUPPORT ORANGE COUNTY SUPERFUND SITE OPTION YEAR 4,EPS91601,68HE0920F0056,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0920F0056_6800_EPS91601_6800,220571.5,2020-09-16 23:14:04,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2021-05-31 00:00:00,2021-05-31 00:00:00,2020-05-29 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,94105,80228
127281,2018-06-11 00:00:00,2018,IGF::CL::IGF  ORD QA TRACK FUNCTIONAL ENHANCEMENTS,EPC13022,0092,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_0092_6800_EPC13022_6800,-0.34,2018-07-09 17:30:36,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,LOS ALAMOS,3.0,USA,UNITED STATES,LOS ALAMOS,NEW MEXICO,NM,875443000,2018-02-27 00:00:00,2018-02-27 00:00:00,2018-06-11 00:00:00,LOS ALAMOS,623278447,NEPTUNE AND COMPANY INC,875443000,2018,87544,87544
127556,2018-03-05 00:00:00,2018,IGF::CL::IGF CLOSELY ASSOCIATED,EPC17040,EPC17040,DEFINITIVE CONTRACT,D,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE0C,CINCINNATI PROC OPS DIVISION (CPOD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_EPC17040_6800_-NONE-_-NONE-,150000.0,2018-03-05 13:54:20,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY (EPA),TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2023-07-31 00:00:00,2023-07-31 00:00:00,2018-03-05 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2018,49686,49686
127674,2020-06-12 00:00:00,2020,TOXICITY ANALYSIS OF SEDIMENT SAMPLES,GS10F015AA,140G0119F0322,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140G01,OFC OF ACQUSITION&GRANTS-NATIONAL,1434,US GEOLOGICAL SURVEY,CONT_AWD_140G0119F0322_1434_GS10F015AA_4732,80351.76,2020-06-12 11:00:10,541620,ENVIRONMENTAL CONSULTING SERVICES,1,4732,FEDERAL ACQUISITION SERVICE,TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2021-06-17 00:00:00,2022-06-17 00:00:00,2019-06-25 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458,2020,49686,49686
128062,2020-07-17 00:00:00,2020,"RESOURCE CONSERVATION AND RECOVERY ACT (RCRA) ENFORCEMENT, PERMITTING AND ASSISTANCE (REPA) 6 ZONE 3 - EPA REGIONS: 2, 7, 9 AND 10",68HERH19D0018,68HE0919F0048,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE09,REGION 9 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0919F0048_6800_68HERH19D0018_6800,68181.78,2020-07-17 18:17:47,541620,ENVIRONMENTAL CONSULTING SERVICES,1,6800,ENVIRONMENTAL PROTECTION AGENCY,SAN FRANCISCO,12.0,USA,UNITED STATES,SAN FRANCISCO,CALIFORNIA,CA,941053920,2021-05-31 00:00:00,2021-05-31 00:00:00,2019-05-28 00:00:00,LAKEWOOD,825211824,TOEROEK ASSOCIATES INC,802281552,2020,94105,80228
